Battery_Cycle_No,Location,Battery_Status,Battery_Level,Battery_Type,u_id,DateTime,full_name,Latitude,Langitude,User_Type
1,SFU,2,34,bat1,1525,,user001525,49.275361,-122.91256000000001,2
1,SFU,2,46,bat1,1526,,user001526,49.275361,-122.91256000000001,1
1,SFU,2,54,bat1,1527,,user001527,49.275361,-122.91256000000001,1
1,SFU,2,42,bat3,1528,,user001528,49.275361,-122.91256000000001,3
1,SFU,2,52,bat1,1529,,user001529,49.275361,-122.91256000000001,1
1,SFU,2,35,bat2,1530,,user001530,49.275361,-122.91256000000001,2
1,CDOT,2,21,bat1,1531,,user001531,41.903506799999995,-87.6671648,1
1,SFU,2,34,bat2,1532,,user001532,49.275361,-122.91256000000001,3
1,SFU,2,49,bat1,1533,,user001533,49.275361,-122.91256000000001,2
1,SFU,2,30,bat3,1534,,user001534,49.275361,-122.91256000000001,3
1,CDOT,2,55,bat1,1535,,user001535,41.903506799999995,-87.6671648,3
1,SFU,2,34,bat3,1536,,user001536,49.275361,-122.91256000000001,2
1,CDOT,2,53,bat1,1537,,user001537,41.903506799999995,-87.6671648,1
1,SFU,2,37,bat3,1538,,user001538,49.275361,-122.91256000000001,1
1,CDOT,2,52,bat2,1539,,user001539,41.903506799999995,-87.6671648,2
1,SFU,2,31,bat2,1540,,user001540,49.275361,-122.91256000000001,3
1,CDOT,2,51,bat2,1541,,user001541,41.903506799999995,-87.6671648,3
1,CDOT,2,44,bat3,1542,,user001542,41.903506799999995,-87.6671648,1
1,CDOT,2,21,bat1,1543,,user001543,41.903506799999995,-87.6671648,2
1,SFU,2,24,bat1,1544,,user001544,49.275361,-122.91256000000001,3
1,CDOT,2,33,bat1,1545,,user001545,41.903506799999995,-87.6671648,2
1,CDOT,2,57,bat2,1546,,user001546,41.903506799999995,-87.6671648,3
1,SFU,2,44,bat3,1547,,user001547,49.275361,-122.91256000000001,3
1,CDOT,2,35,bat1,1548,,user001548,41.903506799999995,-87.6671648,1
1,CDOT,2,54,bat2,1549,,user001549,41.903506799999995,-87.6671648,1
1,SFU,2,38,bat3,1550,,user001550,49.275361,-122.91256000000001,2
1,CDOT,2,34,bat1,1551,,user001551,41.903506799999995,-87.6671648,1
1,CDOT,2,39,bat1,1552,,user001552,41.903506799999995,-87.6671648,1
1,SFU,2,41,bat3,1553,,user001553,49.275361,-122.91256000000001,2
1,CDOT,2,59,bat1,1554,,user001554,41.903506799999995,-87.6671648,1
1,SFU,2,32,bat1,1555,,user001555,49.275361,-122.91256000000001,3
1,SFU,2,26,bat1,1556,,user001556,49.275361,-122.91256000000001,1
1,CDOT,2,48,bat1,1557,,user001557,41.903506799999995,-87.6671648,2
1,SFU,2,34,bat1,1558,,user001558,49.275361,-122.91256000000001,2
1,CDOT,2,40,bat1,1559,,user001559,41.903506799999995,-87.6671648,1
1,SFU,2,37,bat1,1560,,user001560,49.275361,-122.91256000000001,2
1,SFU,2,58,bat1,1561,,user001561,49.275361,-122.91256000000001,2
1,SFU,2,28,bat2,1562,,user001562,49.275361,-122.91256000000001,2
1,CDOT,2,41,bat2,1563,,user001563,41.903506799999995,-87.6671648,3
1,CDOT,2,23,bat2,1564,,user001564,41.903506799999995,-87.6671648,3
1,SFU,2,52,bat1,1565,,user001565,49.275361,-122.91256000000001,2
1,SFU,2,24,bat1,1566,,user001566,49.275361,-122.91256000000001,1
1,SFU,2,24,bat3,1567,,user001567,49.275361,-122.91256000000001,3
1,CDOT,2,53,bat1,1568,,user001568,41.903506799999995,-87.6671648,3
1,SFU,2,55,bat2,1569,,user001569,49.275361,-122.91256000000001,2
1,CDOT,2,31,bat2,1570,,user001570,41.903506799999995,-87.6671648,2
1,SFU,2,48,bat1,1571,,user001571,49.275361,-122.91256000000001,1
1,SFU,2,20,bat3,1572,,user001572,49.275361,-122.91256000000001,2
1,CDOT,2,56,bat3,1573,,user001573,41.903506799999995,-87.6671648,1
1,CDOT,2,30,bat1,1574,,user001574,41.903506799999995,-87.6671648,1
1,SFU,2,20,bat1,1575,,user001575,49.275361,-122.91256000000001,2
1,SFU,2,43,bat1,1576,,user001576,49.275361,-122.91256000000001,3
1,CDOT,2,35,bat2,1577,,user001577,41.903506799999995,-87.6671648,3
1,SFU,2,21,bat2,1578,,user001578,49.275361,-122.91256000000001,3
1,SFU,2,30,bat2,1579,,user001579,49.275361,-122.91256000000001,2
1,SFU,2,43,bat2,1580,,user001580,49.275361,-122.91256000000001,3
1,CDOT,2,44,bat3,1581,,user001581,41.903506799999995,-87.6671648,3
1,SFU,2,41,bat1,1582,,user001582,49.275361,-122.91256000000001,2
1,CDOT,2,44,bat3,1583,,user001583,41.903506799999995,-87.6671648,1
1,CDOT,2,20,bat1,1584,,user001584,41.903506799999995,-87.6671648,3
1,SFU,2,54,bat1,1585,,user001585,49.275361,-122.91256000000001,2
1,CDOT,2,51,bat3,1586,,user001586,41.903506799999995,-87.6671648,1
1,CDOT,2,59,bat1,1587,,user001587,41.903506799999995,-87.6671648,3
1,SFU,2,29,bat1,1588,,user001588,49.275361,-122.91256000000001,2
1,CDOT,2,25,bat2,1589,,user001589,41.903506799999995,-87.6671648,3
1,CDOT,2,36,bat3,1590,,user001590,41.903506799999995,-87.6671648,1
1,SFU,2,29,bat2,1591,,user001591,49.275361,-122.91256000000001,1
1,CDOT,2,33,bat2,1592,,user001592,41.903506799999995,-87.6671648,2
1,SFU,2,36,bat2,1593,,user001593,49.275361,-122.91256000000001,3
1,CDOT,2,58,bat2,1594,,user001594,41.903506799999995,-87.6671648,2
1,CDOT,2,34,bat2,1595,,user001595,41.903506799999995,-87.6671648,1
1,SFU,2,27,bat2,1596,,user001596,49.275361,-122.91256000000001,3
1,CDOT,2,57,bat2,1597,,user001597,41.903506799999995,-87.6671648,3
1,CDOT,2,58,bat2,1598,,user001598,41.903506799999995,-87.6671648,2
1,SFU,2,28,bat3,1599,,user001599,49.275361,-122.91256000000001,2
1,SFU,2,55,bat3,1600,,user001600,49.275361,-122.91256000000001,3
1,CDOT,2,29,bat2,1601,,user001601,41.903506799999995,-87.6671648,3
1,SFU,2,35,bat1,1602,,user001602,49.275361,-122.91256000000001,3
1,CDOT,2,56,bat2,1603,,user001603,41.903506799999995,-87.6671648,2
1,SFU,2,51,bat3,1604,,user001604,49.275361,-122.91256000000001,2
1,SFU,2,24,bat3,1605,,user001605,49.275361,-122.91256000000001,1
1,SFU,2,42,bat1,1606,,user001606,49.275361,-122.91256000000001,1
1,SFU,2,20,bat3,1607,,user001607,49.275361,-122.91256000000001,2
1,CDOT,2,34,bat3,1608,,user001608,41.903506799999995,-87.6671648,2
1,CDOT,2,32,bat1,1609,,user001609,41.903506799999995,-87.6671648,3
1,CDOT,2,59,bat1,1610,,user001610,41.903506799999995,-87.6671648,1
1,CDOT,2,59,bat1,1611,,user001611,41.903506799999995,-87.6671648,3
1,CDOT,2,20,bat3,1612,,user001612,41.903506799999995,-87.6671648,2
1,SFU,2,37,bat2,1613,,user001613,49.275361,-122.91256000000001,3
1,SFU,2,34,bat3,1614,,user001614,49.275361,-122.91256000000001,2
1,CDOT,2,23,bat3,1615,,user001615,41.903506799999995,-87.6671648,2
1,SFU,2,23,bat1,1616,,user001616,49.275361,-122.91256000000001,3
1,CDOT,2,54,bat3,1617,,user001617,41.903506799999995,-87.6671648,3
1,CDOT,2,47,bat2,1618,,user001618,41.903506799999995,-87.6671648,1
1,SFU,2,26,bat3,1619,,user001619,49.275361,-122.91256000000001,1
1,CDOT,2,35,bat2,1620,,user001620,41.903506799999995,-87.6671648,2
1,CDOT,2,31,bat1,1621,,user001621,41.903506799999995,-87.6671648,1
1,CDOT,2,32,bat2,1622,,user001622,41.903506799999995,-87.6671648,1
1,SFU,2,44,bat3,1623,,user001623,49.275361,-122.91256000000001,1
1,CDOT,2,22,bat2,1624,,user001624,41.903506799999995,-87.6671648,1
1,CDOT,2,24,bat2,1625,,user001625,41.903506799999995,-87.6671648,3
1,SFU,2,20,bat3,1626,,user001626,49.275361,-122.91256000000001,2
1,SFU,2,21,bat3,1627,,user001627,49.275361,-122.91256000000001,1
1,SFU,2,30,bat2,1628,,user001628,49.275361,-122.91256000000001,2
1,SFU,2,38,bat1,1629,,user001629,49.275361,-122.91256000000001,2
1,SFU,2,33,bat1,1630,,user001630,49.275361,-122.91256000000001,3
1,SFU,2,24,bat3,1631,,user001631,49.275361,-122.91256000000001,1
1,SFU,2,35,bat1,1632,,user001632,49.275361,-122.91256000000001,1
1,CDOT,2,52,bat1,1633,,user001633,41.903506799999995,-87.6671648,1
1,SFU,2,30,bat2,1634,,user001634,49.275361,-122.91256000000001,1
1,CDOT,2,44,bat1,1635,,user001635,41.903506799999995,-87.6671648,2
1,CDOT,2,43,bat3,1636,,user001636,41.903506799999995,-87.6671648,3
1,CDOT,2,44,bat2,1637,,user001637,41.903506799999995,-87.6671648,1
1,SFU,2,41,bat2,1638,,user001638,49.275361,-122.91256000000001,1
1,CDOT,2,46,bat1,1639,,user001639,41.903506799999995,-87.6671648,2
1,CDOT,2,42,bat1,1640,,user001640,41.903506799999995,-87.6671648,2
1,SFU,2,52,bat2,1641,,user001641,49.275361,-122.91256000000001,1
1,CDOT,2,52,bat3,1642,,user001642,41.903506799999995,-87.6671648,2
1,CDOT,2,34,bat2,1643,,user001643,41.903506799999995,-87.6671648,1
1,CDOT,2,36,bat2,1644,,user001644,41.903506799999995,-87.6671648,3
1,CDOT,2,58,bat2,1645,,user001645,41.903506799999995,-87.6671648,3
1,CDOT,2,57,bat1,1646,,user001646,41.903506799999995,-87.6671648,1
1,CDOT,2,32,bat2,1647,,user001647,41.903506799999995,-87.6671648,3
1,SFU,2,30,bat3,1648,,user001648,49.275361,-122.91256000000001,3
1,CDOT,2,41,bat1,1649,,user001649,41.903506799999995,-87.6671648,3
1,SFU,2,33,bat3,1650,,user001650,49.275361,-122.91256000000001,3
1,SFU,2,24,bat1,1651,,user001651,49.275361,-122.91256000000001,3
1,CDOT,2,26,bat3,1652,,user001652,41.903506799999995,-87.6671648,1
1,SFU,2,27,bat1,1653,,user001653,49.275361,-122.91256000000001,1
1,CDOT,2,42,bat2,1654,,user001654,41.903506799999995,-87.6671648,3
1,CDOT,2,58,bat1,1655,,user001655,41.903506799999995,-87.6671648,2
1,CDOT,2,59,bat2,1656,,user001656,41.903506799999995,-87.6671648,1
1,CDOT,2,31,bat1,1657,,user001657,41.903506799999995,-87.6671648,3
1,CDOT,2,50,bat1,1658,,user001658,41.903506799999995,-87.6671648,3
1,SFU,2,41,bat1,1659,,user001659,49.275361,-122.91256000000001,3
1,SFU,2,58,bat1,1660,,user001660,49.275361,-122.91256000000001,2
1,SFU,2,48,bat2,1661,,user001661,49.275361,-122.91256000000001,2
1,CDOT,2,40,bat3,1662,,user001662,41.903506799999995,-87.6671648,1
1,SFU,2,26,bat2,1663,,user001663,49.275361,-122.91256000000001,1
1,CDOT,2,48,bat2,1664,,user001664,41.903506799999995,-87.6671648,3
1,CDOT,2,45,bat1,1665,,user001665,41.903506799999995,-87.6671648,1
1,CDOT,2,46,bat2,1666,,user001666,41.903506799999995,-87.6671648,1
1,CDOT,2,45,bat3,1667,,user001667,41.903506799999995,-87.6671648,3
1,CDOT,2,38,bat3,1668,,user001668,41.903506799999995,-87.6671648,3
1,SFU,2,46,bat1,1669,,user001669,49.275361,-122.91256000000001,2
1,CDOT,2,48,bat2,1670,,user001670,41.903506799999995,-87.6671648,1
1,CDOT,2,44,bat1,1671,,user001671,41.903506799999995,-87.6671648,1
1,SFU,2,25,bat1,1672,,user001672,49.275361,-122.91256000000001,3
1,CDOT,2,38,bat1,1673,,user001673,41.903506799999995,-87.6671648,1
1,SFU,2,22,bat3,1674,,user001674,49.275361,-122.91256000000001,2
1,SFU,2,22,bat3,1675,,user001675,49.275361,-122.91256000000001,2
1,CDOT,2,20,bat2,1676,,user001676,41.903506799999995,-87.6671648,1
1,CDOT,2,26,bat2,1677,,user001677,41.903506799999995,-87.6671648,1
1,SFU,2,31,bat2,1678,,user001678,49.275361,-122.91256000000001,3
1,SFU,2,57,bat2,1679,,user001679,49.275361,-122.91256000000001,2
1,CDOT,2,24,bat2,1680,,user001680,41.903506799999995,-87.6671648,1
1,CDOT,2,29,bat2,1681,,user001681,41.903506799999995,-87.6671648,1
1,CDOT,2,24,bat3,1682,,user001682,41.903506799999995,-87.6671648,1
1,SFU,2,50,bat1,1683,,user001683,49.275361,-122.91256000000001,3
1,CDOT,2,58,bat3,1684,,user001684,41.903506799999995,-87.6671648,1
1,SFU,2,46,bat1,1685,,user001685,49.275361,-122.91256000000001,3
1,CDOT,2,47,bat1,1686,,user001686,41.903506799999995,-87.6671648,2
1,CDOT,2,54,bat1,1687,,user001687,41.903506799999995,-87.6671648,1
1,SFU,2,45,bat2,1688,,user001688,49.275361,-122.91256000000001,2
1,CDOT,2,23,bat2,1689,,user001689,41.903506799999995,-87.6671648,1
1,CDOT,2,48,bat3,1690,,user001690,41.903506799999995,-87.6671648,1
1,CDOT,2,36,bat1,1691,,user001691,41.903506799999995,-87.6671648,2
1,CDOT,2,59,bat3,1692,,user001692,41.903506799999995,-87.6671648,3
1,SFU,2,22,bat2,1693,,user001693,49.275361,-122.91256000000001,3
1,CDOT,2,34,bat1,1694,,user001694,41.903506799999995,-87.6671648,1
1,CDOT,2,49,bat3,1695,,user001695,41.903506799999995,-87.6671648,1
1,SFU,2,39,bat3,1696,,user001696,49.275361,-122.91256000000001,2
1,SFU,2,36,bat3,1697,,user001697,49.275361,-122.91256000000001,2
1,CDOT,2,23,bat3,1698,,user001698,41.903506799999995,-87.6671648,2
1,SFU,2,58,bat3,1699,,user001699,49.275361,-122.91256000000001,3
1,CDOT,2,32,bat3,1700,,user001700,41.903506799999995,-87.6671648,2
1,SFU,2,47,bat3,1701,,user001701,49.275361,-122.91256000000001,1
1,CDOT,2,45,bat1,1702,,user001702,41.903506799999995,-87.6671648,3
1,SFU,2,27,bat1,1703,,user001703,49.275361,-122.91256000000001,1
1,SFU,2,51,bat1,1704,,user001704,49.275361,-122.91256000000001,2
1,SFU,2,54,bat1,1705,,user001705,49.275361,-122.91256000000001,3
1,CDOT,2,27,bat2,1706,,user001706,41.903506799999995,-87.6671648,2
1,SFU,2,37,bat3,1707,,user001707,49.275361,-122.91256000000001,2
1,SFU,2,32,bat3,1708,,user001708,49.275361,-122.91256000000001,3
1,CDOT,2,29,bat3,1709,,user001709,41.903506799999995,-87.6671648,1
1,SFU,2,24,bat3,1710,,user001710,49.275361,-122.91256000000001,1
1,SFU,2,52,bat2,1711,,user001711,49.275361,-122.91256000000001,2
1,SFU,2,22,bat3,1712,,user001712,49.275361,-122.91256000000001,3
1,SFU,2,36,bat2,1713,,user001713,49.275361,-122.91256000000001,2
1,CDOT,2,57,bat2,1714,,user001714,41.903506799999995,-87.6671648,1
1,CDOT,2,24,bat3,1715,,user001715,41.903506799999995,-87.6671648,2
1,SFU,2,30,bat3,1716,,user001716,49.275361,-122.91256000000001,1
1,CDOT,2,59,bat3,1717,,user001717,41.903506799999995,-87.6671648,3
1,SFU,2,54,bat3,1718,,user001718,49.275361,-122.91256000000001,3
1,CDOT,2,48,bat2,1719,,user001719,41.903506799999995,-87.6671648,2
1,CDOT,2,30,bat2,1720,,user001720,41.903506799999995,-87.6671648,1
1,CDOT,2,40,bat1,1721,,user001721,41.903506799999995,-87.6671648,1
1,CDOT,2,57,bat3,1722,,user001722,41.903506799999995,-87.6671648,1
1,SFU,2,32,bat3,1723,,user001723,49.275361,-122.91256000000001,3
1,CDOT,2,56,bat1,1724,,user001724,41.903506799999995,-87.6671648,3
1,CDOT,2,26,bat1,1725,,user001725,41.903506799999995,-87.6671648,1
1,CDOT,2,24,bat1,1726,,user001726,41.903506799999995,-87.6671648,3
1,SFU,2,31,bat1,1727,,user001727,49.275361,-122.91256000000001,1
1,SFU,2,36,bat1,1728,,user001728,49.275361,-122.91256000000001,1
1,SFU,2,36,bat3,1729,,user001729,49.275361,-122.91256000000001,2
1,SFU,2,30,bat1,1730,,user001730,49.275361,-122.91256000000001,1
1,SFU,2,20,bat2,1731,,user001731,49.275361,-122.91256000000001,2
1,SFU,2,26,bat1,1732,,user001732,49.275361,-122.91256000000001,1
1,CDOT,2,46,bat3,1733,,user001733,41.903506799999995,-87.6671648,3
1,SFU,2,25,bat3,1734,,user001734,49.275361,-122.91256000000001,3
1,CDOT,2,47,bat3,1735,,user001735,41.903506799999995,-87.6671648,1
1,CDOT,2,42,bat1,1736,,user001736,41.903506799999995,-87.6671648,2
1,SFU,2,35,bat2,1737,,user001737,49.275361,-122.91256000000001,3
1,SFU,2,45,bat2,1738,,user001738,49.275361,-122.91256000000001,2
1,CDOT,2,57,bat2,1739,,user001739,41.903506799999995,-87.6671648,2
1,SFU,2,25,bat3,1740,,user001740,49.275361,-122.91256000000001,1
1,SFU,2,28,bat3,1741,,user001741,49.275361,-122.91256000000001,3
1,CDOT,2,47,bat2,1742,,user001742,41.903506799999995,-87.6671648,1
1,CDOT,2,56,bat3,1743,,user001743,41.903506799999995,-87.6671648,3
1,SFU,2,49,bat3,1744,,user001744,49.275361,-122.91256000000001,3
1,CDOT,2,57,bat1,1745,,user001745,41.903506799999995,-87.6671648,3
1,SFU,2,39,bat2,1746,,user001746,49.275361,-122.91256000000001,2
1,CDOT,2,58,bat2,1747,,user001747,41.903506799999995,-87.6671648,3
1,CDOT,2,53,bat1,1748,,user001748,41.903506799999995,-87.6671648,2
1,SFU,2,22,bat3,1749,,user001749,49.275361,-122.91256000000001,2
1,SFU,2,23,bat3,1750,,user001750,49.275361,-122.91256000000001,2
1,CDOT,2,51,bat1,1751,,user001751,41.903506799999995,-87.6671648,1
1,SFU,2,42,bat2,1752,,user001752,49.275361,-122.91256000000001,3
1,SFU,2,53,bat1,1753,,user001753,49.275361,-122.91256000000001,3
1,CDOT,2,47,bat3,1754,,user001754,41.903506799999995,-87.6671648,3
1,SFU,2,47,bat1,1755,,user001755,49.275361,-122.91256000000001,1
1,SFU,2,34,bat3,1756,,user001756,49.275361,-122.91256000000001,3
1,SFU,2,44,bat1,1757,,user001757,49.275361,-122.91256000000001,2
1,CDOT,2,42,bat2,1758,,user001758,41.903506799999995,-87.6671648,1
1,SFU,2,49,bat2,1759,,user001759,49.275361,-122.91256000000001,3
1,CDOT,2,48,bat1,1760,,user001760,41.903506799999995,-87.6671648,3
1,CDOT,2,33,bat2,1761,,user001761,41.903506799999995,-87.6671648,3
1,SFU,2,20,bat3,1762,,user001762,49.275361,-122.91256000000001,3
1,SFU,2,32,bat2,1763,,user001763,49.275361,-122.91256000000001,3
1,CDOT,2,53,bat1,1764,,user001764,41.903506799999995,-87.6671648,2
1,SFU,2,33,bat3,1765,,user001765,49.275361,-122.91256000000001,1
1,CDOT,2,50,bat2,1766,,user001766,41.903506799999995,-87.6671648,2
1,CDOT,2,50,bat2,1767,,user001767,41.903506799999995,-87.6671648,3
1,SFU,2,46,bat1,1768,,user001768,49.275361,-122.91256000000001,1
1,CDOT,2,33,bat3,1769,,user001769,41.903506799999995,-87.6671648,1
1,SFU,2,27,bat3,1770,,user001770,49.275361,-122.91256000000001,2
1,SFU,2,43,bat1,1771,,user001771,49.275361,-122.91256000000001,2
1,SFU,2,55,bat1,1772,,user001772,49.275361,-122.91256000000001,3
1,SFU,2,47,bat1,1773,,user001773,49.275361,-122.91256000000001,1
1,CDOT,2,54,bat2,1774,,user001774,41.903506799999995,-87.6671648,1
1,SFU,2,33,bat2,1775,,user001775,49.275361,-122.91256000000001,1
1,CDOT,2,40,bat1,1776,,user001776,41.903506799999995,-87.6671648,2
1,CDOT,2,56,bat1,1777,,user001777,41.903506799999995,-87.6671648,3
1,SFU,2,44,bat2,1778,,user001778,49.275361,-122.91256000000001,3
1,SFU,2,56,bat1,1779,,user001779,49.275361,-122.91256000000001,1
1,CDOT,2,29,bat3,1780,,user001780,41.903506799999995,-87.6671648,3
1,SFU,2,25,bat2,1781,,user001781,49.275361,-122.91256000000001,1
1,CDOT,2,30,bat2,1782,,user001782,41.903506799999995,-87.6671648,3
1,SFU,2,47,bat1,1783,,user001783,49.275361,-122.91256000000001,3
1,SFU,2,39,bat3,1784,,user001784,49.275361,-122.91256000000001,2
1,CDOT,2,38,bat3,1785,,user001785,41.903506799999995,-87.6671648,2
1,SFU,2,21,bat2,1786,,user001786,49.275361,-122.91256000000001,2
1,CDOT,2,43,bat1,1787,,user001787,41.903506799999995,-87.6671648,1
1,CDOT,2,43,bat3,1788,,user001788,41.903506799999995,-87.6671648,3
1,CDOT,2,56,bat2,1789,,user001789,41.903506799999995,-87.6671648,3
1,SFU,2,42,bat2,1790,,user001790,49.275361,-122.91256000000001,3
1,CDOT,2,39,bat3,1791,,user001791,41.903506799999995,-87.6671648,3
1,SFU,2,47,bat2,1792,,user001792,49.275361,-122.91256000000001,1
1,SFU,2,53,bat3,1793,,user001793,49.275361,-122.91256000000001,2
1,SFU,2,39,bat3,1794,,user001794,49.275361,-122.91256000000001,1
1,CDOT,2,55,bat1,1795,,user001795,41.903506799999995,-87.6671648,2
1,SFU,2,39,bat2,1796,,user001796,49.275361,-122.91256000000001,2
1,CDOT,2,22,bat1,1797,,user001797,41.903506799999995,-87.6671648,3
1,SFU,2,24,bat2,1798,,user001798,49.275361,-122.91256000000001,3
1,CDOT,2,22,bat3,1799,,user001799,41.903506799999995,-87.6671648,1
1,SFU,2,43,bat1,1800,,user001800,49.275361,-122.91256000000001,2
1,SFU,2,51,bat2,1801,,user001801,49.275361,-122.91256000000001,3
1,SFU,2,45,bat1,1802,,user001802,49.275361,-122.91256000000001,1
1,SFU,2,23,bat3,1803,,user001803,49.275361,-122.91256000000001,3
1,CDOT,2,40,bat1,1804,,user001804,41.903506799999995,-87.6671648,3
1,SFU,2,45,bat1,1805,,user001805,49.275361,-122.91256000000001,1
1,CDOT,2,28,bat3,1806,,user001806,41.903506799999995,-87.6671648,3
1,SFU,2,52,bat2,1807,,user001807,49.275361,-122.91256000000001,2
1,SFU,2,46,bat3,1808,,user001808,49.275361,-122.91256000000001,3
1,CDOT,2,28,bat1,1809,,user001809,41.903506799999995,-87.6671648,1
1,CDOT,2,37,bat3,1810,,user001810,41.903506799999995,-87.6671648,3
1,SFU,2,31,bat2,1811,,user001811,49.275361,-122.91256000000001,1
1,CDOT,2,28,bat2,1812,,user001812,41.903506799999995,-87.6671648,3
1,SFU,2,27,bat1,1813,,user001813,49.275361,-122.91256000000001,1
1,SFU,2,28,bat2,1814,,user001814,49.275361,-122.91256000000001,3
1,SFU,2,47,bat2,1815,,user001815,49.275361,-122.91256000000001,1
1,SFU,2,29,bat1,1816,,user001816,49.275361,-122.91256000000001,3
1,CDOT,2,51,bat3,1817,,user001817,41.903506799999995,-87.6671648,3
1,CDOT,2,26,bat1,1818,,user001818,41.903506799999995,-87.6671648,3
1,SFU,2,42,bat2,1819,,user001819,49.275361,-122.91256000000001,3
1,SFU,2,54,bat3,1820,,user001820,49.275361,-122.91256000000001,3
1,SFU,2,37,bat1,1821,,user001821,49.275361,-122.91256000000001,2
1,CDOT,2,45,bat1,1822,,user001822,41.903506799999995,-87.6671648,1
1,SFU,2,33,bat1,1823,,user001823,49.275361,-122.91256000000001,1
1,SFU,2,50,bat3,1824,,user001824,49.275361,-122.91256000000001,2
1,CDOT,2,55,bat2,1825,,user001825,41.903506799999995,-87.6671648,2
1,CDOT,2,29,bat1,1826,,user001826,41.903506799999995,-87.6671648,2
1,CDOT,2,24,bat1,1827,,user001827,41.903506799999995,-87.6671648,1
1,SFU,2,25,bat1,1828,,user001828,49.275361,-122.91256000000001,2
1,SFU,2,47,bat2,1829,,user001829,49.275361,-122.91256000000001,3
1,CDOT,2,51,bat2,1830,,user001830,41.903506799999995,-87.6671648,1
1,SFU,2,58,bat3,1831,,user001831,49.275361,-122.91256000000001,2
1,CDOT,2,46,bat2,1832,,user001832,41.903506799999995,-87.6671648,1
1,SFU,2,44,bat3,1833,,user001833,49.275361,-122.91256000000001,2
1,SFU,2,22,bat2,1834,,user001834,49.275361,-122.91256000000001,2
1,SFU,2,32,bat1,1835,,user001835,49.275361,-122.91256000000001,3
1,CDOT,2,41,bat2,1836,,user001836,41.903506799999995,-87.6671648,1
1,SFU,2,28,bat1,1837,,user001837,49.275361,-122.91256000000001,3
1,SFU,2,55,bat2,1838,,user001838,49.275361,-122.91256000000001,1
1,CDOT,2,25,bat2,1839,,user001839,41.903506799999995,-87.6671648,1
1,SFU,2,58,bat1,1840,,user001840,49.275361,-122.91256000000001,1
1,CDOT,2,52,bat2,1841,,user001841,41.903506799999995,-87.6671648,1
1,SFU,2,32,bat1,1842,,user001842,49.275361,-122.91256000000001,2
1,SFU,2,53,bat3,1843,,user001843,49.275361,-122.91256000000001,2
1,SFU,2,25,bat1,1844,,user001844,49.275361,-122.91256000000001,1
1,CDOT,2,23,bat2,1845,,user001845,41.903506799999995,-87.6671648,2
1,CDOT,2,36,bat1,1846,,user001846,41.903506799999995,-87.6671648,1
1,SFU,2,46,bat1,1847,,user001847,49.275361,-122.91256000000001,1
1,CDOT,2,31,bat3,1848,,user001848,41.903506799999995,-87.6671648,2
1,CDOT,2,31,bat1,1849,,user001849,41.903506799999995,-87.6671648,1
1,SFU,2,25,bat2,1850,,user001850,49.275361,-122.91256000000001,1
1,CDOT,2,35,bat3,1851,,user001851,41.903506799999995,-87.6671648,3
1,CDOT,2,42,bat2,1852,,user001852,41.903506799999995,-87.6671648,2
1,CDOT,2,49,bat3,1853,,user001853,41.903506799999995,-87.6671648,2
1,CDOT,2,28,bat2,1854,,user001854,41.903506799999995,-87.6671648,2
1,SFU,2,51,bat1,1855,,user001855,49.275361,-122.91256000000001,1
